product_name,product_link,filename
vacuum,https://shopee.co.th/Deerma-DX700-Vacuum-Cleaner-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B9%E0%B8%94%E0%B8%9D%E0%B8%B8%E0%B9%88%E0%B8%99-%E0%B8%94%E0%B8%B9%E0%B8%94%E0%B8%9D%E0%B8%B8%E0%B9%88%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%94%E0%B8%B9%E0%B8%94%E0%B8%9D%E0%B8%B8%E0%B9%88%E0%B8%99-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B9%E0%B8%94%E0%B8%9D%E0%B8%B8%E0%B9%88%E0%B8%99%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B8%94%E0%B9%89%E0%B8%B2%E0%B8%A1%E0%B8%88%E0%B8%B1%E0%B8%9A-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B9%E0%B8%94%E0%B8%9D%E0%B8%B8%E0%B9%88%E0%B8%99%E0%B9%83%E0%B8%99%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99-i.320134219.6356534936?sp_atk=16c660d4-60eb-4ce1-8f5b-eb456e5f5464,vacuum
fridge,https://shopee.co.th/Hisense-%E0%B8%95%E0%B8%B9%E0%B9%89%E0%B9%80%E0%B8%A2%E0%B9%87%E0%B8%99-1-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%95%E0%B8%B9-3.4-Q-95.8-%E0%B8%A5%E0%B8%B4%E0%B8%95%E0%B8%A3-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99-RR120D4BD1-i.54473054.6433660883?sp_atk=6238e099-e23d-46e2-869c-84779589ac8d,fridge
microwave,https://shopee.co.th/Electrolux-%E0%B9%84%E0%B8%A1%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B9%80%E0%B8%A7%E0%B8%9F-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-20-%E0%B8%A5%E0%B8%B4%E0%B8%95%E0%B8%A3-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99-EMM20K18GW-i.59012664.5820601494?sp_atk=22a0589b-a5f3-4808-9c5c-b0892d089366,microwave
hisense-tv,https://shopee.co.th/-%E0%B8%94%E0%B8%B5%E0%B8%A5%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%94-9.-%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B9%82%E0%B8%84%E0%B9%89%E0%B8%94-HSN2394-Hisense-32E3G-HD-Digital-TV-32-%E0%B8%99%E0%B8%B4%E0%B9%89%E0%B8%A7-DVB-T2-USB2.0-HDMI-AV-Digital-Audio-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88-i.54473054.9266801499?sp_atk=51e92262-214d-43d3-8201-e5e9131dcb1a,hisense-tv
cushionchair,https://shopee.co.th/DUDEE%E0%B9%80%E0%B8%9A%E0%B8%B2%E0%B8%B0%E0%B8%99%E0%B8%B1%E0%B9%88%E0%B8%87-%E0%B9%80%E0%B8%9A%E0%B8%B2%E0%B8%B0%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%81%E0%B9%89%E0%B8%B2%E0%B8%AD%E0%B8%B5%E0%B9%89-%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87-%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%B1%E0%B9%88%E0%B8%87-%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%99%E0%B9%80%E0%B8%9A%E0%B8%B2%E0%B8%B0%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%B1%E0%B9%88%E0%B8%87-%E0%B9%80%E0%B8%9A%E0%B8%B2%E0%B8%B0%E0%B8%AD%E0%B8%B4%E0%B8%87-%E0%B8%AB%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%99-%E0%B9%80%E0%B8%9A%E0%B8%B2%E0%B8%B0%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%B1%E0%B9%88%E0%B8%87%E0%B9%80%E0%B8%81%E0%B9%89%E0%B8%B2%E0%B8%AD%E0%B8%B5%E0%B9%89-i.238526691.3428166405?sp_atk=3314074a-c441-4c21-9e1b-ea21ac60139c,cushionchair
watertank,https://shopee.co.th/%E0%B8%96%E0%B8%B1%E0%B8%87%E0%B8%99%E0%B9%89%E0%B8%B3-%E0%B8%96%E0%B8%B1%E0%B8%87%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%94%E0%B8%B7%E0%B9%88%E0%B8%A1-PET-18.9-L*%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%94%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B9%89%E0%B8%87%E0%B8%A5%E0%B8%B0%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B9%80%E0%B8%81%E0%B8%B4%E0%B8%99-6-%E0%B9%83%E0%B8%9A*(%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%81%E0%B8%84%E0%B8%9A-18.9-%E0%B8%A5%E0%B8%B4%E0%B8%95%E0%B8%A3)Food-Grade-%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B8%94-A-i.277746887.5344107892?sp_atk=9ef3f764-6be1-48cd-b60c-6deddd5b2c1e,watertank
bedtoppper,https://shopee.co.th/%F0%9F%94%A5-%E0%B8%96%E0%B8%B9%E0%B8%81%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%AA%E0%B8%B8%E0%B8%94!-Topper-%E0%B8%97%E0%B9%87%E0%B8%AD%E0%B8%9B%E0%B9%80%E0%B8%9B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%95%E0%B8%A3%E0%B8%87%EF%BC%883F-5F-6F)-%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%AB%E0%B8%99%E0%B8%B24%E0%B8%99%E0%B8%B4%E0%B9%89%E0%B8%A7-%E0%B8%A1%E0%B8%B5%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B8%A3%E0%B8%B1%E0%B8%94%E0%B8%AB%E0%B8%A1%E0%B8%B8%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%9A%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%A2%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B9%84%E0%B8%94%E0%B9%89-Topper-%E0%B8%82%E0%B8%99%E0%B8%AB%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B8%A2%E0%B8%A1-i.238526691.4525598479?sp_atk=a61ce1de-531e-4cad-ad27-7bd5791dd792,bedtoppper
carpet,https://shopee.co.th/AiHome-%E0%B8%9E%E0%B8%A3%E0%B8%A1-%E0%B8%9E%E0%B8%A3%E0%B8%A1%E0%B8%9B%E0%B8%B9%E0%B8%9E%E0%B8%B7%E0%B9%89%E0%B8%99-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%82%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%A1-%E0%B8%9E%E0%B8%A3%E0%B8%A1%E0%B8%99%E0%B8%B8%E0%B9%88%E0%B8%A1-120x160cm-%E0%B8%9E%E0%B8%A3%E0%B8%A1%E0%B8%82%E0%B8%99%E0%B8%99%E0%B8%B8%E0%B9%88%E0%B8%A1-%E0%B8%9E%E0%B8%A3%E0%B8%A1%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%9C%E0%B9%89%E0%B8%B2%E0%B8%9B%E0%B8%B9%E0%B8%9E%E0%B8%B7%E0%B9%89%E0%B8%99%E0%B8%9E%E0%B8%A3%E0%B8%A1%E0%B8%81-%E0%B8%95%E0%B8%81%E0%B9%81%E0%B8%95%E0%B9%88%E0%B8%87%E0%B8%AA%E0%B8%A7%E0%B8%A2-%E0%B8%9C%E0%B9%89%E0%B8%B2%E0%B8%9B%E0%B8%B9%E0%B8%9E%E0%B8%B7%E0%B9%89%E0%B8%99%E0%B8%9E%E0%B8%A3%E0%B8%A1%E0%B8%81-%E0%B8%9E%E0%B8%A3%E0%B8%A1%E0%B8%9B%E0%B8%B9%E0%B8%9E%E0%B8%B7-i.291372238.9228526981?sp_atk=9f637aa8-c5d4-4a26-b936-a0264d9c0432,carpet
projector,https://shopee.co.th/-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%AA%E0%B9%88%E0%B8%87-3090%E0%B8%9A.%E0%B9%82%E0%B8%84%E0%B9%89%E0%B8%94-KSPRWEWC-Wanbo-X1-Pro-Projector-%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B9%80%E0%B8%88%E0%B8%84%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C-%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%94%E0%B8%B1%E0%B8%9A-Full-HD-Android-9.0-i.418511138.9556053551?sp_atk=2855eda9-7c9c-43a4-8c1d-136ff4fa5cdb,projector
fan,https://shopee.co.th/SHARP-%E0%B8%9E%E0%B8%B1%E0%B8%94%E0%B8%A5%E0%B8%A1%E0%B8%AA%E0%B9%84%E0%B8%A5%E0%B8%94%E0%B9%8C-16-%E0%B8%99%E0%B8%B4%E0%B9%89%E0%B8%A7%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99-PJ-SL163-(%E0%B8%9B%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%A3%E0%B8%B0%E0%B8%94%E0%B8%B1%E0%B8%9A%E0%B9%84%E0%B8%94%E0%B9%89)-i.122052312.2017497433?sp_atk=614f1fde-3bd4-4932-aa59-63f8c8662056,fan
