id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUNXNy1lUUxnEAE,"JASA PAKET ANEH DAN GA ADA ATTDNYA. KALO SUDAH JAM 10 YA DIKIRM BESOK AJA GA MALEM MALEM NYURUH KURIRNYA KIRIM MENGANGGU, KASIH BATAS PENGIRIMAN KALO KIRA KIRA KEMALEMAN BESOK KAN BISA!",a week ago,2022-03-19 23:52:08.701606,1.0,novita indriani,0,0,https://www.google.com/maps/contrib/101269576385015191894/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXaDlhcFh3EAE,"(Translated by Google) Thank God I had a good experience with Paxel. On time, flat rate and friendly staff. Keep it up, good job! …",a week ago,2022-03-19 23:52:08.703114,5.0,Arief Firmanto,0,0,https://www.google.com/maps/contrib/107551512811746989673/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXNDlDTlBREAE,"(Translated by Google) 3 x sending with frozen food facilities but arriving at the destination, the goods are all melted and not cold. That means it's not stored in the freezer as it should be. If you can't provide a freezer, don't provide …",2 weeks ago,2022-03-19 23:52:08.706161,1.0,Eli Djogin,0,0,https://www.google.com/maps/contrib/107990290285835980905/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNXNGFfcTNBRRAB,"(Translated by Google) Items are lost on the way, what kind of courier is not trustworthy with his work, if you really want to be sneaky, it's better to be a thief instead of pretending to be a courier. It's not cheap stuff …",2 weeks ago,2022-03-19 23:52:08.707849,1.0,S A N,0,0,https://www.google.com/maps/contrib/105739978958693031877/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXM3V6Y1hnEAE,"(Translated by Google) My package receipt number TPXL-0000000FJRV is missing, I sent it wrong with the courier, the name is Ayik Dedy Pranggodo. What kind of courier doesn't want to be responsible for my signature being faked, you know that …",2 weeks ago,2022-03-19 23:52:08.709470,1.0,Ihsana Anan,0,0,https://www.google.com/maps/contrib/112831215304283651925/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXZ3BPbkpnEAE,(Translated by Google) Package delivery services in the East Jakarta area. Kel. Balimester is close to the Kampung Melayu terminal …,3 weeks ago,2022-03-19 23:52:08.711242,5.0,Sunadi Sunadi,0,0,https://www.google.com/maps/contrib/106937811427561146944/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXM05TM01BEAE,"the customer service never give me any solution from my first shipment. and now, i got 3 damage packages. please evaluate your service",3 weeks ago,2022-03-19 23:52:08.713231,1.0,Zumarsiyah Mahsyari,0,0,https://www.google.com/maps/contrib/112539419004709777127/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNXMUxmbXV3RRAB,,a month ago,2022-03-19 23:52:08.715250,5.0,Pedry Indra,0,0,https://www.google.com/maps/contrib/116093625507812501978/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXa1BXZEpBEAE,"Just realize this service have no call center. I sent a package at 19oclock(14Feb), but the apps said my package already arrive at 13.50 (supposed most late 14.00) with blurred photos, strip singner, and the of reciever is ""ybs"", I sent to …",a month ago,2022-03-19 23:52:08.717320,2.0,Tasa Puspitasari,0,0,https://www.google.com/maps/contrib/116383852064275683987/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURtX3RucWNBEAE,(Translated by Google) Ever received a package for someone else - 1x  Food packages arrived at night and were only put on the terrace without …,a month ago,2022-03-19 23:52:08.719227,1.0,Henny Maharani,0,0,https://www.google.com/maps/contrib/117272352073581053231/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURtLXZ5eERBEAE,(Translated by Google) slow pick up. can be canceled unilaterally. not reliable  (Original) …,a month ago,2022-03-19 23:52:08.720726,1.0,Fidelis Rio,0,0,https://www.google.com/maps/contrib/113721595362746490249/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtcWJYdWtBRRAB,"(Translated by Google) Unsatisfactory service. 1) Be careful that payments via e-wallet qr bca are difficult to return if you want a refund, and they can only suggest returning it using paxel credits which …",2 months ago,2022-03-19 23:52:08.722188,1.0,Marcel,0,0,https://www.google.com/maps/contrib/116021151165767824228/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURHd2JmTk9BEAE,"(Translated by Google) Yesterday, I sent goods via Paxel with no problems. Today said that the goods could not be delivered because the house was out of reach. The choice is to take a taxi or take it yourself... why wasn't it informed at …",3 months ago,2022-03-19 23:52:08.723716,1.0,Dwi iin novianti,0,0,https://www.google.com/maps/contrib/107904304236537653857/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURHMG9fdFlBEAE,(Translated by Google) Your package arrived one day  (Original) Paketmu sehari sampai,3 months ago,2022-03-19 23:52:08.725272,5.0,Yon Suryono,0,0,https://www.google.com/maps/contrib/102344746428674657652/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURHM09YdktBEAE,,3 months ago,2022-03-19 23:52:08.726769,1.0,Rizky Setiawan,0,0,https://www.google.com/maps/contrib/107614324224759417093/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURHNk9pdHVnRRAB,(Translated by Google) LELET  (Original) LELET,4 months ago,2022-03-19 23:52:08.728339,1.0,muhamad aditya rizky,0,0,https://www.google.com/maps/contrib/109449745100950614535/reviews?hl=en-US
