product_name,product_link,filename
shoes,https://shopee.co.id/Pluvia-ALESSIA-Sandal-Tali-Wanita-i.23080218.7239947236?sp_atk=82f39bab-91a4-42c5-bbd8-bb395c67d4cb,shoes
knife,https://shopee.co.id/-ACQ-Pisau-Dapur-Keramik-Set-5in1-Peeler-i.291384636.7256336694?sp_atk=b12ab7ec-1b62-484f-8dfe-a3a8ff271dc3&xptdk=b12ab7ec-1b62-484f-8dfe-a3a8ff271dc3,knife
mask,https://shopee.co.id/MASKER-KF94-WEMASK-CAREION-(-PACK-isi-10-PCS-)-MASKER-WEMASK-KOREA-MASKER-KF94-KOREA-MASKER-i.362708867.9218380403?sp_atk=d2b7b6b9-37b5-4cd1-97c4-e090fc77b06f&xptdk=d2b7b6b9-37b5-4cd1-97c4-e090fc77b06f,mask
sealer,https://shopee.co.id/-ACQ-Alat-Perekat-Plastik-Elektrik-Hand-Sealer-Portable-i.291384636.5344566817?sp_atk=be879d11-f2fa-44f6-9f9c-f4516a1c96dd&xptdk=be879d11-f2fa-44f6-9f9c-f4516a1c96dd,sealer
scrub,https://shopee.co.id/-ACQ-SP-Sikat-Punggung-Badan-Silikon-i.291384636.9111198995?sp_atk=a4e47fff-60ba-4c39-abfe-8d73adbf5ced&xptdk=a4e47fff-60ba-4c39-abfe-8d73adbf5ced,scrub
backpack,https://shopee.co.id/MORYMONY-HOME-FEMME-Tas-Ransel-Backpack-Fashion-i.20287667.1919899204?sp_atk=d63ad2ee-4f9d-4979-86f4-17653479c46f&xptdk=d63ad2ee-4f9d-4979-86f4-17653479c46f,backpack
hanger,https://shopee.co.id/-ACQ-9-In-1-Magic-Hanger-Gantungan-Baju-i.291384636.5945164684?sp_atk=c66e8f2f-e6f6-4480-a5eb-610bb3b020f2&xptdk=c66e8f2f-e6f6-4480-a5eb-610bb3b020f2,hanger
soapDispenser,https://shopee.co.id/Dispenser-Sabun-Cair-Single-Dapet-Kunci-Tempat-Hand-Soap-Key-Lock-Tube-Double-1-Tabung-Dinding-WC-i.100269356.4542081554?sp_atk=0acf5af7-8628-4269-b2d3-022c9036501e&xptdk=0acf5af7-8628-4269-b2d3-022c9036501e,soapDispenser
snack,https://shopee.co.id/BASRENG-100gr-BAKSO-GORENG-BASO-GORENG-NGABRET-i.150987228.3410633152?sp_atk=c456c15e-b9fa-4931-a0e9-40c62edb56e0&xptdk=c456c15e-b9fa-4931-a0e9-40c62edb56e0,snack
watch,https://shopee.co.id/Jam-Tangan-Quartz-Strap-PU-Analog-Casual-Gaya-Retro-Untuk-Wanita-Watch-Korean-Fashion-i.28824240.4670919832?sp_atk=2c956613-d2a9-4a87-9763-8878c5a15662&xptdk=2c956613-d2a9-4a87-9763-8878c5a15662,watch
